pagina,precio,mantenimiento,direccion,ubicacion,area,dorm,banios,estac,URL
112,"S/ 3,250",S/ 400 Mantenimiento,AV. MANUEL OLGUIN,"Santiago de Surco, Lima",65 m² tot.,2 dorm.,2 baños,1 estac.,https://www.adondevivir.com/propiedades/clasificado/alclapin-dpto-estreno-surco-147684802.html
112,"S/ 2,500",S/ 290 Mantenimiento,ENRIQUE BARRON,"Barranco, Lima",95 m² tot.,3 dorm.,2 baños,1 estac.,https://www.adondevivir.com/propiedades/clasificado/alclapin-departamento-95-m-sup2--3-dorm.-2-banos-balcon-cochera-147519802.html
112,"S/ 1,700",S/ 200 Mantenimiento,Jr José Gálvez 1532,"Lince, Lima",46 m² tot.,1 dorm.,1 baño,,https://www.adondevivir.com/propiedades/clasificado/alclapin-se-alquila-departamento-de-estreno-1-habitacion-lince-147192103.html
112,"S/ 2,160 · USD 600",S/ 290 Mantenimiento,Perez roca 168,"Barranco, Lima",60 m² tot.,,1 baño,,https://www.adondevivir.com/propiedades/clasificado/alclapin-hermoso-departamento-con-linea-blanca-en-barranco-146497076.html
112,"S/ 2,100 · USD 105,000",S/ 200 Mantenimiento,AV. PASEO DE LA REPUBLICA 5181,"Surquillo, Lima",50 m² tot.,2 dorm.,1 baño,1 estac.,https://www.adondevivir.com/propiedades/clasificado/veclapin-departamento-amoblado-nuevo-45-m-sup2--2-dorm.-areas-145490473.html
112,"S/ 2,700 · USD 770",S/ 250 Mantenimiento,av 28 de julio,"Miraflores, Lima",68 m² tot.,2 dorm.,2 baños,1 estac.,https://www.adondevivir.com/propiedades/clasificado/alclapin-vive-en-el-corazon-de-miraflores-full-amoblado-147253216.html
112,"S/ 4,375 · USD 1,250",S/ 600 Mantenimiento,Jirón Pedro Martinto 242,"Barranco, Lima",110 m² tot.,1 dorm.,2 baños,2 estac.,https://www.adondevivir.com/propiedades/clasificado/alclapin-hermoso-duplex-con-terraza-en-barranco-147610602.html
112,"S/ 2,900 · USD 850",S/ 450 Mantenimiento,CALLE SANTA LUISA 100,"San Isidro, Lima",80 m² tot.,1 dorm.,1 baño,1 estac.,https://www.adondevivir.com/propiedades/clasificado/alclapin-elegante-moderno-80-m-sup2--amoblado-cochera-147595311.html
112,"S/ 6,650 · USD 1,900",S/ 600 Mantenimiento,Avenida Angamos Oeste 937,"Miraflores, Lima",170 m² tot.,2 dorm.,2 baños,2 estac.,https://www.adondevivir.com/propiedades/clasificado/alclapin-hermoso-duplex-penthouse-cerca-al-ovalo-gutierrez-147575849.html
112,"S/ 6,650 · USD 1,900",S/ 600 Mantenimiento,Avenida Angamos Oeste 937,"Miraflores, Lima",168 m² tot.,2 dorm.,2 baños,2 estac.,https://www.adondevivir.com/propiedades/clasificado/alclapin-hermoso-duplex-penthouse-en-la-mejor-zona-de-147575547.html
112,"S/ 2,400",S/ 220 Mantenimiento,AV. AREQUIPA,"Leuro, Miraflores",90 m² tot.,2 dorm.,,,https://www.adondevivir.com/propiedades/clasificado/alclapin-por-parque-kennedy-2-dorm-90-m-sup2--miraflores-147558522.html
112,"S/ 2,100 · USD 600",S/ 180 Mantenimiento,benavides,"Miraflores, Lima",70 m² tot.,1 dorm.,1 baño,1 estac.,https://www.adondevivir.com/propiedades/clasificado/alclapin-alquilo-departamento-de-un-dormitorio-en-miraflores-147499403.html
112,"S/ 2,000 · USD 550",,Calle esperanza 459,"Miraflores, Lima",60 m² tot.,1 dorm.,1 baño,,https://www.adondevivir.com/propiedades/clasificado/alclapin-lindo-y-acogedor-departamento-cerca-al-parque-las-146577365.html
112,"S/ 2,100 · USD 600",,edificio el sol,"Barranco, Lima",42 m² tot.,1 dorm.,1 baño,1 estac.,https://www.adondevivir.com/propiedades/clasificado/alclapin-se-alquila-departamento-amoblado-con-cochera-en-145971555.html
112,"S/ 5,170 · USD 1,450",S/ 700 Mantenimiento,Calle las Acacias 232,"Miraflores, Lima",110 m² tot.,3 dorm.,3 baños,2 estac.,https://www.adondevivir.com/propiedades/clasificado/alclapin-hermoso-departamento-de-estreno-146415537.html
112,"S/ 5,550 · USD 370,000",S/ 780 Mantenimiento,Malecon Grau,"Chorrillos, Lima",200 m² tot.,3 dorm.,2 baños,2 estac.,https://www.adondevivir.com/propiedades/clasificado/veclapin-departamento-con-hermosa-vista-frente-al-club-regatas-142547458.html
112,"S/ 5,728 · USD 1,600",S/ 460 Mantenimiento,CALLE LOS HALCONES - SAN ISIDRO,"San Isidro, Lima",90 m² tot.,3 dorm.,2 baños,1 estac.,https://www.adondevivir.com/propiedades/clasificado/alclapin-alquiler-de-dpto-de-estreno-amoblado-y-equipado-en-san-146895758.html
112,"S/ 2,250 · USD 645",,Juan Antonio Pezet,"Liguria, Santiago de Surco",78 m² tot.,2 dorm.,1 baño,1 estac.,https://www.adondevivir.com/propiedades/clasificado/alclapin-alquilo-departamento-02-dorm.-con-01-estacionamiento-147569749.html
112,"S/ 5,775 · USD 1,650",S/ 900 Mantenimiento,MALECON CISNEROS,"Malecon Marina, Miraflores",120 m² tot.,2 dorm.,2 baños,1 estac.,https://www.adondevivir.com/propiedades/clasificado/alclapin-dpto-amoblado-vista-al-mar-malecon-de-miraflores-147463313.html
112,"S/ 3,200 · USD 900",S/ 120 Mantenimiento,calle dos de mayo,"Santa Cruz, Miraflores",108 m² tot.,3 dorm.,2 baños,,https://www.adondevivir.com/propiedades/clasificado/alclapin-dpto-amoblado-miraflores-147364323.html
112,"S/ 2,100",,fermin tanguis,"Santa Catalina, La Victoria",58 m² tot.,2 dorm.,2 baños,,https://www.adondevivir.com/propiedades/clasificado/alclapin-se-alquila-departamento-en-santa-catalina-en-145968701.html
112,"S/ 2,950 · USD 845",S/ 300 Mantenimiento,Av. San Felipe,"Residencial San Felipe, Jesús María",85 m² tot.,2 dorm.,2 baños,1 estac.,https://www.adondevivir.com/propiedades/clasificado/alclapin-alquilo-departamento-de-2-dorm.-70-m-sup2--edificio-147658070.html
112,"S/ 4,680 · USD 1,300",S/ 450 Mantenimiento,BALTAZAR LA TORRE,"Country Club, San Isidro",118 m² tot.,2 dorm.,2 baños,2 estac.,https://www.adondevivir.com/propiedades/clasificado/alclapin-alquilo-departamento-en-san-isidro-147281470.html
112,"S/ 1,650",S/ 160 Mantenimiento,"Santa beatriz, lima","Lima Cercado, Lima",40 m² tot.,1 dorm.,1 baño,,https://www.adondevivir.com/propiedades/clasificado/alclapin-se-alquila-2-dptos.-de-40-m-sup2--y-42-m-sup2--lince-147467032.html
112,"S/ 1,300 · USD 370",,Parque Madrid 170,"Lima Cercado, Lima",72 m² tot.,2 dorm.,1 baño,,https://www.adondevivir.com/propiedades/clasificado/alclapin-alquilo-departamento-en-parque-madrid-cercado-de-145382114.html
112,"S/ 2,200 · USD 650",S/ 220 Mantenimiento,JR. SANCHEZ CARRION 338 MAGDALENA,"Magdalena, Lima",60 m² tot.,2 dorm.,,,https://www.adondevivir.com/propiedades/clasificado/alclapin--alquilo-depa-cerca-al-lima-cricket-magdalena!-147051513.html
112,"S/ 2,350",S/ 150 Mantenimiento,mariano carranza 754,"Santa Beatriz, Lima Cercado",76 m² tot.,3 dorm.,2 baños,1 estac.,https://www.adondevivir.com/propiedades/clasificado/alclapin-dpto-de-3-dorm.-en-santa-beatriz-lima-143401786.html
112,"S/ 1,650",S/ 100 Mantenimiento,Jiron centenario 136,"Breña, Lima",50 m² tot.,1 dorm.,1 baño,,https://www.adondevivir.com/propiedades/clasificado/alclapin-alquiler-de-departamento-en-brena-jr.-centenario-147753288.html
112,"S/ 1,400",,pio xii,"San Miguel, Lima",90 m² tot.,1 dorm.,1 baño,,https://www.adondevivir.com/propiedades/clasificado/alclapin-departamento-remodelado-con-terraza-pio-xii-san-147110738.html
112,"S/ 2,400",S/ 130 Mantenimiento,Faucett 280,"San Miguel, Lima",85 m² tot.,3 dorm.,2 baños,,https://www.adondevivir.com/propiedades/clasificado/alclapin-alquiler-departamento-amoblado-en-san-miguel-av-147654863.html
