pagina,precio,mantenimiento,direccion,ubicacion,area,dorm,banios,estac,URL
82,"S/ 4,000 · USD 1,100",S/ 800 Mantenimiento,Lord,"Santa Cruz, San Isidro",100 m² tot.,1 dorm.,2 baños,2 estac.,https://www.adondevivir.com/propiedades/clasificado/alclapin-fino-depa-1-dorm-2-banos-completos-mirasidro-67077195.html
82,"S/ 8,165 · USD 2,300",S/ 980 Mantenimiento,Avenida Circunvalación del Club Golf los Incas 148 - ALQUILO DEPARTAMENTO CON VISTA ESPECTACULAR ALGOLF!!,"Club Golf Los Incas, Santiago de Surco",230 m² tot.,3 dorm.,4 baños,2 estac.,https://www.adondevivir.com/propiedades/clasificado/alclapin-ocasion!-alquilo-departamento-en-exclusivo-condominio-57530761.html
82,"S/ 4,236 · USD 1,200",S/ 480 Mantenimiento,Av. Javier Prado al 1900,"Country Club, San Isidro",111 m² tot.,2 dorm.,3 baños,1 estac.,https://www.adondevivir.com/propiedades/clasificado/alclapin-departamento-en-san-isidro-147688211.html
82,"S/ 1,800 · USD 500",S/ 200 Mantenimiento,Av Velasco Astete,"Vista Alegre, Santiago de Surco",47 m² tot.,1 dorm.,1 baño,,https://www.adondevivir.com/propiedades/clasificado/alclapin-alquilo-dos-mini-departamentos-en-santigo-de-surco-147687059.html
82,"S/ 2,700",S/ 560 Mantenimiento,Av. Cristobal de Peralta 387,"Valle Hermoso, Santiago de Surco",94 m² tot.,3 dorm.,3 baños,2 estac.,https://www.adondevivir.com/propiedades/clasificado/alclapin-alquiler-dpto.-valle-hermoso-cristobal-de-peralta-147684089.html
82,"S/ 7,455 · USD 2,100",S/ 700 Mantenimiento,Montesco,"Chacarilla Del Estanque, Santiago de Surco",310 m² tot.,3 dorm.,3 baños,2 estac.,https://www.adondevivir.com/propiedades/clasificado/alclapin-duplex-en-chacarilla-147681845.html
82,"S/ 11,136 · USD 3,200","S/ 1,400 Mantenimiento",Av. Circunvalación Golf Los Incas,"Golf Los Incas, Santiago de Surco",305 m² tot.,3 dorm.,3 baños,2 estac.,https://www.adondevivir.com/propiedades/clasificado/alclapin-departamento-amoblado-en-golf-los-incas-con-vista-a-147680893.html
82,"S/ 2,250",,Jiron Marte Cuadra 2,"San Roque, Santiago de Surco",135 m² tot.,3 dorm.,1 baño,,https://www.adondevivir.com/propiedades/clasificado/alclapin-amplio-dpto.-135-m-sup2--en-urb.-san-roque-surco-3-147680306.html
82,"S/ 2,500",S/ 100 Mantenimiento,Capulies,"Alexander Von Humboldt, Miraflores",100 m² tot.,2 dorm.,2 baños,,https://www.adondevivir.com/propiedades/clasificado/alclapin-miraflores-2-dorm.-xhumboltd-primer-piso-t-comodidades-147675141.html
82,"S/ 3,839 · USD 1,100",S/ 650 Mantenimiento,Ca El Dorado,"Chacarilla Del Estanque, San Borja",165 m² tot.,3 dorm.,2 baños,2 estac.,https://www.adondevivir.com/propiedades/clasificado/alclapin-alquilo-dpto-3-dorm-2-cocheras-lineales-ascensor-147565367.html
