pagina,precio,mantenimiento,direccion,ubicacion,area,dorm,banios,estac,URL
15,"S/ 2,400 · USD 675",S/ 300 Mantenimiento,Calle Alfa Leon 140,"La Calera De Monterrico, Surquillo",74 m² tot.,2 dorm.,2 baños,,https://www.adondevivir.com/propiedades/clasificado/alclapin-departamento-en-alquiler-la-calera-2-dorm.-flat-4to-147469761.html
15,"S/ 1,800",S/ 160 Mantenimiento,Urb. Las Lilas,"Las Lilas, Santiago de Surco",70 m² tot.,3 dorm.,1 baño,,https://www.adondevivir.com/propiedades/clasificado/alclapin-alquiler-departamento-en-2do-piso-en-surco-146889994.html
15,"S/ 2,980",S/ 160 Mantenimiento,"Urb. Las Lilas, surco","Las Lilas, Santiago de Surco",130 m² tot.,3 dorm.,2 baños,1 estac.,https://www.adondevivir.com/propiedades/clasificado/alclapin-alquilo-flat-en-3er-piso-de-130-m-sup2--cerca-a-parque-146889229.html
15,"S/ 2,050 · USD 550",S/ 120 Mantenimiento,"Alberto Barton al 200, Santa Catalina","Santa Catalina, La Victoria",48 m² tot.,2 dorm.,2 baños,,https://www.adondevivir.com/propiedades/clasificado/alclapin-departamento-de-estreno-en-excelente-ubicacion-147451031.html
15,"S/ 2,550",S/ 250 Mantenimiento,Av. Faustino Sánchez Carrión 820,"San Felipe, Magdalena",55 m² tot.,2 dorm.,2 baños,,https://www.adondevivir.com/propiedades/clasificado/alclapin-alquilo-moderno-departamento-en-magdalena-limite-con-147398378.html
15,"S/ 2,350",S/ 300 Mantenimiento,Paseo de la república,"Santa Catalina, La Victoria",60 m² tot.,2 dorm.,2 baños,1 estac.,https://www.adondevivir.com/propiedades/clasificado/alclapin-alquila-tu-nuevo-departamento-en-una-zona-que-despega-147263402.html
15,"S/ 3,310 · USD 950",,"Calle Pirandello 320 Piso 2, Límite con San Isidro","Corpac, San Borja",165 m² tot.,3 dorm.,2 baños,,https://www.adondevivir.com/propiedades/clasificado/alclapin-flat-en-san-borja-2do-piso-con-vista-externa-147387959.html
15,"S/ 3,310 · USD 950",,"Calle Pirandello 320 Piso 2, Límite con San Isidro","Corpac, San Isidro",165 m² tot.,3 dorm.,2 baños,,https://www.adondevivir.com/propiedades/clasificado/alclapin-flat-en-san-borja-2do-piso-con-vista-externa-147387958.html
15,"S/ 3,300 · USD 900",S/ 380 Mantenimiento,AV. Antonio Miroquesada (EX Juan DE Aliaga) al 600,"San Felipe, Magdalena",103 m² tot.,3 dorm.,2 baños,1 estac.,https://www.adondevivir.com/propiedades/clasificado/alclapin-alquiler-flat-3-dorm.-01-cochera-zona-exclusiva-san-147225697.html
15,"S/ 7,700 · USD 2,200",S/ 500 Mantenimiento,Calle Segovia 186 Residencial Higuereta Surco,"Higuereta, Santiago de Surco",226 m² tot.,4 dorm.,3 baños,2 estac.,https://www.adondevivir.com/propiedades/clasificado/alclapin-alquilo-duplex-frente-a-parque-surco-segovia-186-4to-147385582.html
