pagina,precio,mantenimiento,direccion,ubicacion,area,dorm,banios,estac,URL
45,"S/ 3,800 · USD 1,100",S/ 540 Mantenimiento,SANTA ISABLE 200,"Miraflores, Lima",120 m² tot.,3 dorm.,4 baños,1 estac.,https://www.adondevivir.com/propiedades/clasificado/alclapin-departamento-cerca-malecon-de-la-reserva-larco-mar-147393692.html
45,"S/ 2,300 · USD 650",S/ 320 Mantenimiento,AV SAN MARTIN,"Barranco, Lima",45 m² tot.,1 dorm.,1 baño,1 estac.,https://www.adondevivir.com/propiedades/clasificado/alclapin-alquilo!-lindo-y-super-iluminado-mini-departamento-147393168.html
45,"S/ 2,555 · USD 730",S/ 200 Mantenimiento,Canaval y Moreyra 185,"San Isidro, Lima",46 m² tot.,1 dorm.,1 baño,,https://www.adondevivir.com/propiedades/clasificado/alclapin-alquiler-de-loft-completamente-amoblado-en-san-isidro-147159992.html
45,"S/ 5,200 · USD 1,440",S/ 350 Mantenimiento,Calle Pastor Davila al 100,"San Borja, Lima",220 m² tot.,4 dorm.,3 baños,1 estac.,https://www.adondevivir.com/propiedades/clasificado/alclapin-alquiler-duplex-1er-piso-con-cochera-frente-a-parque-146870903.html
45,"S/ 6,500 · USD 1,800",S/ 900 Mantenimiento,Duplex con Jacuzzi en San Isidro,"San Isidro, Lima",200 m² tot.,2 dorm.,2 baños,3 estac.,https://www.adondevivir.com/propiedades/clasificado/alclapin-duplex-200-m-sup2--con-amplia-terraza-con-bbq-y-146078688.html
45,"S/ 2,950",S/ 350 Mantenimiento,"Alquiler Av. del Ejercito - 02 Habitaciones, 01 Estacionamiento","Miraflores, Lima",92 m² tot.,2 dorm.,2 baños,1 estac.,https://www.adondevivir.com/propiedades/clasificado/alclapin-alquiler-de-departamento-de-2-habitaciones-1-147145435.html
45,"S/ 2,450",S/ 200 Mantenimiento,AV. Brasil - Cerca AL Parque Gonzales Prada Y AV. Javier Prado,"Magdalena, Lima",57 m² tot.,2 dorm.,2 baños,1 estac.,https://www.adondevivir.com/propiedades/clasificado/alclapin-alquilo-departamento-de-57-m-sup2--en-magdalena-de-dos-147344796.html
45,"S/ 1,500 · USD 430",,Av. General Garzon al 700,"Jesús María, Lima",50 m² tot.,1 dorm.,1 baño,,https://www.adondevivir.com/propiedades/clasificado/alclapin-alquiler-de-amplio-departamento-de-1-dormitorio-cerca-147232351.html
45,"S/ 3,100 · USD 875",S/ 400 Mantenimiento,"Av. Parque Gonzales Prada al 100- A Pocas Cuadras de Javier Prado, Casi al Límite de San Isidro","Oyague, Magdalena",92 m² tot.,3 dorm.,2 baños,2 estac.,https://www.adondevivir.com/propiedades/clasificado/alclapin-alquiler-de-departamento-frente-al-parque-gonzales-147295238.html
45,"S/ 3,000",S/ 300 Mantenimiento,FAUSTINO SANCHEZ CARRION,"Jesús María, Lima",100 m² tot.,3 dorm.,2 baños,1 estac.,https://www.adondevivir.com/propiedades/clasificado/alclapin-alquiler-de-amplio-dpto-sin-amoblar-c-vista-externa-147377966.html
45,"S/ 3,900 · USD 1,100",S/ 540 Mantenimiento,Santa Isabel 200,"Miraflores, Lima",120 m² tot.,3 dorm.,3 baños,1 estac.,https://www.adondevivir.com/propiedades/clasificado/alclapin-muy-buen-departamento-en-alquiler-en-zona-muy-147374417.html
45,"S/ 2,000",S/ 120 Mantenimiento,Jiron Gomez 390,"Lince, Lima",40 m² tot.,1 dorm.,1 baño,,https://www.adondevivir.com/propiedades/clasificado/alclapin-fabuloso-flat-de-estreno-a-pocos-pasos-del-hospital-147007599.html
45,"S/ 3,000 · USD 842",S/ 350 Mantenimiento,Grimaldo del Solar 170,"Miraflores, Lima",88 m² tot.,2 dorm.,2 baños,1 estac.,https://www.adondevivir.com/propiedades/clasificado/alclapin-alquiler-de-moderno-duplex-amoblado-grimaldo-del-147064096.html
45,"S/ 2,200",S/ 250 Mantenimiento,AV BRASIL 2477,"Jesús María, Lima",62 m² tot.,2 dorm.,2 baños,,https://www.adondevivir.com/propiedades/clasificado/alclapin-alquiler-de-departamento-de-62-m-sup2--en-jesus-maria-147055351.html
45,"S/ 2,000 · USD 555",S/ 180 Mantenimiento,"Jr. Pedro Conde 160, Lince 9","Risso, Lince",48 m² tot.,1 dorm.,1 baño,,https://www.adondevivir.com/propiedades/clasificado/alclapin-departamento-en-linsidro-en-alquiler-amoblado-146882953.html
45,"S/ 4,200 · USD 1,200",S/ 680 Mantenimiento,Calle bolognesi 433,"Miraflores, Lima",133 m² tot.,2 dorm.,2 baños,2 estac.,https://www.adondevivir.com/propiedades/clasificado/alclapin-alquilo-duplex-amoblado-de-2-dorm.-133-m-sup2--147342276.html
45,"S/ 6,745 · USD 1,900",S/ 680 Mantenimiento,calle santa isabel,"Miraflores, Lima",140 m² tot.,3 dorm.,2 baños,2 estac.,https://www.adondevivir.com/propiedades/clasificado/alclapin-duplex-totalmente-amoblado-y-equipado-en-calle-santa-147295632.html
45,"S/ 5,040 · USD 1,400",S/ 750 Mantenimiento,Av. Grau 1310,"Barranco, Lima",115 m² tot.,3 dorm.,2 baños,2 estac.,https://www.adondevivir.com/propiedades/clasificado/alclapin-amplio-departamento-duplex-con-vista-al-mar-en-143725225.html
45,"S/ 5,664 · USD 1,450",S/ 430 Mantenimiento,LA PAZ 1170,"Miraflores, Lima",109 m² tot.,2 dorm.,2 baños,2 estac.,https://www.adondevivir.com/propiedades/clasificado/alclapin-duplex-en-alquiler-con-terraza-en-miraflores-147294113.html
45,"S/ 3,125 · USD 880",S/ 590 Mantenimiento,AV. PARDO,"Miraflores, Lima",80 m² tot.,2 dorm.,1 baño,,https://www.adondevivir.com/propiedades/clasificado/alclapin-alquilo-departamento-con-vista-lateral-al-mar-en-146828273.html
45,"S/ 2,100",,"C. Chinchaysuyo 98, San Miguel al 15000","San Miguel, Lima",95 m² tot.,2 dorm.,2 baños,,https://www.adondevivir.com/propiedades/clasificado/alclapin-alquilo-departamento-en-san-miguel-frente-a-parque-147264518.html
45,"S/ 2,300 · USD 639",S/ 400 Mantenimiento,Calle La Viñas N° 280,"Aurora, Miraflores",60 m² tot.,1 dorm.,1 baño,1 estac.,https://www.adondevivir.com/propiedades/clasificado/alclapin-moderno-dpto.-1-dormitorio-cochera-en-miraflores-147093271.html
45,"S/ 2,840 · USD 800",S/ 260 Mantenimiento,MALECON BALTA 810,"Miraflores, Lima",70 m² tot.,2 dorm.,1 baño,,https://www.adondevivir.com/propiedades/clasificado/alclapin-departamento-de-dos-dorm.-en-miraflores-147255248.html
45,"S/ 16,200 · USD 4,500","S/ 1,300 Mantenimiento",Ugarte y Moscoso,"San Isidro, Lima",460 m² tot.,3 dorm.,4 baños,2 estac.,https://www.adondevivir.com/propiedades/clasificado/alclapin-alquiler-hermoso-penthouse-con-terraza-piscina-y-147234739.html
45,"S/ 38,000 · USD 9,999",S/ 800 Mantenimiento,Coronel Inclan 1072,"Barboncito, Miraflores",280 m² tot.,2 dorm.,3 baños,2 estac.,https://www.adondevivir.com/propiedades/clasificado/alclapin-luxury-penthouse-private-jacuzi-miraflores-145113449.html
45,"S/ 3,600 · USD 1,000",S/ 320 Mantenimiento,Av. Jose Pardo 570,"Miraflores, Lima",90 m² tot.,2 dorm.,2 baños,1 estac.,https://www.adondevivir.com/propiedades/clasificado/alclapin-alquiler-de-departamento-de-2-dorm.-en-miraflores-143465607.html
45,"S/ 2,332 · USD 670",S/ 160 Mantenimiento,Avenida 28 de Julio al 800,"Miraflores, Lima",35 m² tot.,1 dorm.,1 baño,,https://www.adondevivir.com/propiedades/clasificado/alclapin-alquiler-loft-en-miraflores-de-estreno-con-areas-146365222.html
45,"S/ 3,700",S/ 500 Mantenimiento,"Jirón Domingo Casanova 180, Lince 15046","Lince, Lima",140 m² tot.,3 dorm.,2 baños,1 estac.,https://www.adondevivir.com/propiedades/clasificado/alclapin-alquilo-departamento-en-lince-estreno-147167270.html
45,"S/ 3,420 · USD 950",S/ 420 Mantenimiento,Av. José Pardo 510,"Miraflores, Lima",82 m² tot.,1 dorm.,2 baños,1 estac.,https://www.adondevivir.com/propiedades/clasificado/alclapin-moderno-departamento-un-dormitorio-mas-estudio-en-145989146.html
45,"S/ 2,400 · USD 690",,Av. Tomas Marsano 392,"Surquillo, Lima",55 m² tot.,2 dorm.,2 baños,,https://www.adondevivir.com/propiedades/clasificado/alclapin-departamento-en-alquiler-surquillo-limite-con-san-146826460.html
