pagina,precio,mantenimiento,direccion,ubicacion,area,dorm,banios,estac,URL
74,"S/ 2,200",S/ 360 Mantenimiento,Coronel Inclán 127,"Miraflores, Lima",45 m² tot.,1 dorm.,1 baño,,https://www.adondevivir.com/propiedades/clasificado/alclapin-alquiler-de-departamento-de-1-habitacion-y-1-cochera-147041015.html
74,"S/ 3,186 · USD 900",S/ 250 Mantenimiento,Dirección no informada,"Miraflores, Lima",84 m² tot.,2 dorm.,2 baños,1 estac.,https://www.adondevivir.com/propiedades/clasificado/alclapin-alquiler-departamento-en-miraflores-146705701.html
74,"S/ 4,600 · USD 1,250",S/ 450 Mantenimiento,Baltazar la Torre 312,"San Isidro, Lima",120 m² tot.,2 dorm.,2 baños,2 estac.,https://www.adondevivir.com/propiedades/clasificado/alclapin--alquiler-de-departamento-de-2-dorm.-en-san-isidro!-146421209.html
74,"S/ 5,220 · USD 1,500","S/ 1,350 Mantenimiento",ALJOVIN 400,"Miraflores, Lima",230 m² tot.,2 dorm.,3 baños,2 estac.,https://www.adondevivir.com/propiedades/clasificado/alclapin-precioso-penthouse-en-alquiler-con-linea-blanca-142841610.html
74,"S/ 2,500",S/ 180 Mantenimiento,Avenida Arequipa 2698,"Lince, Lima",40 m² tot.,1 dorm.,1 baño,1 estac.,https://www.adondevivir.com/propiedades/clasificado/alclapin-lince-con-san-isidro-se-alquila-dpto-de-estreno-145548090.html
74,"S/ 3,100 · USD 850",S/ 300 Mantenimiento,CALLE BOLOGNESI 143,"Bolognesi, Miraflores",81 m² tot.,1 dorm.,2 baños,1 estac.,https://www.adondevivir.com/propiedades/clasificado/alclapin-alquiler-departamento-amoblado-147016363.html
74,"S/ 1,450",S/ 140 Mantenimiento,calle los topacios 142,"La Victoria, Lima",40 m² tot.,1 dorm.,1 baño,,https://www.adondevivir.com/propiedades/clasificado/alclapin-hermoso-departamento-en-la-victoria-al-lado-de-142557591.html
74,"S/ 13,300 · USD 3,800","S/ 1,481 Mantenimiento",San Ignacio de Loyola al 500,"Miraflores, Lima",280 m² tot.,3 dorm.,3 baños,3 estac.,https://www.adondevivir.com/propiedades/clasificado/alclapin-departamento-miraflores-146975760.html
74,"S/ 3,439 · USD 950",S/ 450 Mantenimiento,JOSE GONZALES 785,"Armendariz, Miraflores",80 m² tot.,1 dorm.,1 baño,1 estac.,https://www.adondevivir.com/propiedades/clasificado/alclapin-precioso-duplex-moderno-iluminado-cerca-al-mar-y-larco-146819792.html
74,"S/ 1,960 · USD 550",S/ 280 Mantenimiento,Av. Costanera,"San Miguel, Lima",53 m² tot.,1 dorm.,1 baño,,https://www.adondevivir.com/propiedades/clasificado/alclapin-alquiler-departamento-frente-al-malecon-de-san-miguel.-146532168.html
