pagina,precio,mantenimiento,direccion,ubicacion,area,dorm,banios,estac,URL
48,"S/ 2,900 · USD 830",S/ 280 Mantenimiento,Av. Circunvalación del Golf los Incas 294,"Cerros De Camacho, Santiago de Surco",65 m² tot.,2 dorm.,2 baños,1 estac.,https://www.adondevivir.com/propiedades/clasificado/alclapin-piso-7-vista-exterior-golf-los-inkas-147453847.html
48,"S/ 4,200",S/ 380 Mantenimiento,Jirón Morro Solar,"Chacarilla Del Estanque, Santiago de Surco",113 m² tot.,3 dorm.,3 baños,2 estac.,https://www.adondevivir.com/propiedades/clasificado/alclapin-alquiler-de-departamento-en-surco-chacarilla-del-147356826.html
48,"S/ 2,900 · USD 800",S/ 370 Mantenimiento,Jiron Morro Solar,"Valle Hermoso Oeste, Santiago de Surco",93 m² tot.,2 dorm.,2 baños,2 estac.,https://www.adondevivir.com/propiedades/clasificado/alclapin-departamento-en-alquiler-cerca-a-parques-morro-solar-142745459.html
48,"S/ 3,500 · USD 1,000",S/ 360 Mantenimiento,jr morro solar 380,"Valle Hermoso Oeste, Santiago de Surco",105 m² tot.,3 dorm.,3 baños,1 estac.,https://www.adondevivir.com/propiedades/clasificado/alclapin-se-alquila-departamento-en-surco-chacarilla-147463466.html
48,"S/ 10,797 · USD 3,050",S/ 950 Mantenimiento,Av CERROS DE CAMACHO 1050 - 901 C,"Cerros De Camacho, Santiago de Surco",264 m² tot.,3 dorm.,3 baños,2 estac.,https://www.adondevivir.com/propiedades/clasificado/alclapin-alquiler.-magnifico-departamento-amoblado-en-cerros-de-144496031.html
48,"S/ 2,300 · USD 108,000",S/ 140 Mantenimiento,CERCA AV.SALAVERRY HOSPITAL REBAGLIATI,"Salaverry Et.2, Jesús María",74 m² tot.,2 dorm.,1 baño,,https://www.adondevivir.com/propiedades/clasificado/veclapin-oficina-consultorio-cerca-av-cuba-av-salaverry-por-142539136.html
48,"S/ 74,100 · USD 19,500","S/ 1,600 Mantenimiento",malecon superior,"Punta Hermosa, Punta Hermosa",340 m² tot.,5 dorm.,5 baños,3 estac.,https://www.adondevivir.com/propiedades/clasificado/alclapin-punta-hermosa-alquiler-temporal-146299132.html
48,"S/ 25,160 · USD 6,800","S/ 2,280 Mantenimiento",Av. Juan Antonio Pezet - San Isidro,"San Gabriel, San Isidro",450 m² tot.,3 dorm.,3 baños,3 estac.,https://www.adondevivir.com/propiedades/clasificado/alclapin-alquiler-de-exclusivo-y-lujoso-departamento-en-san-142235653.html
48,"S/ 11,100 · USD 3,000",S/ 390 Mantenimiento,Calle Dean Davila 227,"Ampliacion San Isidro, San Isidro",45 m² tot.,1 dorm.,1 baño,,https://www.adondevivir.com/propiedades/clasificado/alclapin-piso-21!-estreno-amoblado-1dorm-san-isidro-145306277.html
48,"S/ 2,500",,"SAN MIGUEL, LIMA","San Miguel, Lima",84 m² tot.,3 dorm.,2 baños,1 estac.,https://www.adondevivir.com/propiedades/clasificado/alclapin-alquiler-departamento-en-san-miguel-lima-147708538.html
