pagina,precio,mantenimiento,direccion,ubicacion,area,dorm,banios,estac,URL
75,"S/ 1,195,000 · USD 347,000",S/ 545 Mantenimiento,Miraflores,"Miraflores, Lima",166 m² tot.,3 dorm.,2 baños,2 estac.,https://www.adondevivir.com/propiedades/clasificado/veclapin-vendo-departamento-duplex-de-estreno-miraflores-149633460.html?n_src=Listado&n_pills=%C3%81rea+de+lavander%C3%ADa&n_pg=75&n_pos=1
75,"S/ 2,070,000 · USD 600,000",,Avenida la Molina 2840,"La Molina, Lima",1200 m² tot.,,,,https://www.adondevivir.com/propiedades/clasificado/vecllcin--ocasion!-venta-de-aires-850-m-sup2--12-cocheras-149619722.html?n_src=Listado&n_pg=75&n_pos=2
75,"S/ 880,000 · USD 255,000",S/ 480 Mantenimiento,Clemente X,"Magdalena, Lima",120 m² tot.,2 dorm.,2 baños,1 estac.,https://www.adondevivir.com/propiedades/clasificado/veclapin-venta-de-moderno-departamento-en-magdalena-149013771.html?n_src=Listado&n_pills=%C3%81rea+de+lavander%C3%ADa&n_pg=75&n_pos=3
75,"S/ 255,000 · USD 75,000",,JR. Titanes 185,"Chorrillos, Lima",69 m² tot.,3 dorm.,2 baños,,https://www.adondevivir.com/propiedades/clasificado/veclapin-departamento-en-venta-chorrillos-148812819.html?n_src=Listado&n_pills=%C3%81rea+de+lavander%C3%ADa&n_pg=75&n_pos=4
75,"S/ 678,000 · USD 199,500",S/ 350 Mantenimiento,Avenida Paseo de la República 6200,"Miraflores, Lima",62 m² tot.,2 dorm.,2 baños,1 estac.,https://www.adondevivir.com/propiedades/clasificado/veclapin-ultimos-dptos-de-estreno-miraflores-cerca-a-le-cordon-146836555.html?n_src=Listado&n_pills=Piscina&n_pg=75&n_pos=5
75,"S/ 269,000 · USD 80,000",,Escuela de oficiales policía,"Chorrillos, Lima",73 m² tot.,3 dorm.,2 baños,1 estac.,https://www.adondevivir.com/propiedades/clasificado/veclapin-primer-piso-cochera-azotea-para-tendal-patio-146919453.html?n_src=Listado&n_pills=%C3%81rea+de+lavander%C3%ADa&n_pg=75&n_pos=6
75,"S/ 1,380,540 · USD 399,000",,Prolongacion Los Fresnos 1751,"La Molina, Lima",268 m² tot.,4 dorm.,3 baños,,https://www.adondevivir.com/propiedades/clasificado/veclcain-venta-de-hermosa-casa-en-la-molina-149512050.html?n_src=Listado&n_pills=%C3%81rea+de+lavander%C3%ADa&n_pg=75&n_pos=7
75,"S/ 2,257,450 · USD 650,000",,Calle Ramón Ribeyro 578,"Miraflores, Lima",176 m² tot.,6 dorm.,4 baños,,https://www.adondevivir.com/propiedades/clasificado/veclcain-residencia-exclusiva-en-san-antonio-miraflores-149012482.html?n_src=Listado&n_pills=Cerca+a+colegios&n_pg=75&n_pos=8
75,"S/ 387,000 · USD 113,000",,Av. Las Gaviotas al 400,"Chorrillos, Lima",58 m² tot.,2 dorm.,2 baños,,https://www.adondevivir.com/propiedades/clasificado/veclapin-departamento-en-venta-de-58.52-m-sup2--en-condominio-149620608.html?n_src=Listado&n_pills=Piscina&n_pg=75&n_pos=9
75,"S/ 4,549,500 · USD 1,350,000",,Calle Bartolomé Herrera 2,"Miraflores, Lima",540 m² tot.,4 dorm.,2 baños,,https://www.adondevivir.com/propiedades/clasificado/veclcain-excelente-casa-en-miraflores-amplios-ambiente-jardin-149620577.html?n_src=Listado&n_pills=Seguridad&n_pg=75&n_pos=10
