pagina,precio,mantenimiento,direccion,ubicacion,area,dorm,banios,estac,URL
103,"S/ 735,000 · USD 210,000",S/ 350 Mantenimiento,"Ca. Hermanos Quinteros, Esquina con Av. Los Vicus- Surco","La Castellana, Santiago de Surco",120 m² tot.,3 dorm.,4 baños,,https://www.adondevivir.com/propiedades/clasificado/veclapin-duplex-en-venta-de-3-dorm.-en-la-castellana-surco-149671085.html?n_src=Listado&n_pills=%C3%81rea+de+lavander%C3%ADa&n_pg=103&n_pos=1
103,"S/ 570,000 · USD 165,000",S/ 170 Mantenimiento,Calle 32,"Corpac, San Isidro",71 m² tot.,2 dorm.,2 baños,1 estac.,https://www.adondevivir.com/propiedades/clasificado/veclapin-departamento-remodelado-en-1er-piso-elevado-en-corpac-149266115.html?n_src=Listado&n_pills=Cerca+a+colegios&n_pg=103&n_pos=2
103,"S/ 1,688,000 · USD 489,000",,Av Pomalca Monterrico,"Monterrico, Santiago de Surco",198 m² tot.,4 dorm.,3 baños,2 estac.,https://www.adondevivir.com/propiedades/clasificado/veclcain-oportunidad-inversion-casa-frente-parque-surco-146718245.html?n_src=Listado&n_pills=Cuartos+de+servicio&n_pg=103&n_pos=3
103,"S/ 593,300 · USD 170,000",S/ 350 Mantenimiento,Calle Los Geranios,"San Eugenio, Lince",66 m² tot.,2 dorm.,2 baños,1 estac.,https://www.adondevivir.com/propiedades/clasificado/veclapin-vive-a-pasos-del-centro-financiero:-moderno-depa-con-149662618.html?n_src=Listado&n_pills=Gimnasio&n_pg=103&n_pos=4
103,"S/ 893,000 · USD 265,000",,FILADELFIA 2882,"San Martín de Porres, Lima",253 m² tot.,20 dorm.,10 baños,1 estac.,https://www.adondevivir.com/propiedades/clasificado/veclcain-ocasion!-venta-casa-san-martin-de-porres!-148471600.html?n_src=Listado&n_pills=%C3%81rea+de+lavander%C3%ADa&n_pg=103&n_pos=5
103,"S/ 599,650 · USD 179,000",S/ 200 Mantenimiento,Calle Mercedes Flores de Lercari,"Santa Maria Del Mar, Lima",153 m² tot.,3 dorm.,3 baños,2 estac.,https://www.adondevivir.com/propiedades/clasificado/veclapin-duplex-3-dorm.-con-piscina-y-2-cocheras-148486213.html?n_src=Listado&n_pills=Piscina&n_pg=103&n_pos=6
103,"S/ 580,000 · USD 168,000",,Esteban Campodónico,"Santa Catalina, La Victoria",120 m² tot.,5 dorm.,5 baños,1 estac.,https://www.adondevivir.com/propiedades/clasificado/veclapin-triplex-5-dorm.-con-cochera-149490184.html?n_src=Listado&n_pg=103&n_pos=7
103,"S/ 816,500 · USD 230,000",S/ 200 Mantenimiento,Espalda de neoplasicas,"La Calera De La Merced, Surquillo",135 m² tot.,4 dorm.,2 baños,,https://www.adondevivir.com/propiedades/clasificado/veclapin-departamento-de-135-m-sup2--con-4-dorm.-la-calera-de-149403169.html?n_src=Listado&n_pills=Parrilla&n_pg=103&n_pos=8
103,"S/ 530,800 · USD 153,900",,Urb. La Calera,"La Calera De La Merced, Surquillo",82 m² tot.,3 dorm.,2 baños,,https://www.adondevivir.com/propiedades/clasificado/veclapin-flat-3-hab-2-banos-con-walking-closet-costado-del-149267469.html?n_src=Listado&n_pills=Seguridad&n_pg=103&n_pos=9
103,"S/ 495,000 · USD 149,800",S/ 420 Mantenimiento,Dalias 100,"Malecon Reserva, Miraflores",65 m² tot.,1 dorm.,1 baño,1 estac.,https://www.adondevivir.com/propiedades/clasificado/veclapin-cerca-a-larcomar-149361132.html?n_src=Listado&n_pills=%C3%81rea+de+lavander%C3%ADa&n_pg=103&n_pos=10
