pagina,precio,mantenimiento,direccion,ubicacion,area,dorm,banios,estac,URL
96,"S/ 489,000",,Av Rio Grande al 2xx,"Pueblo Libre, Lima",,3 dorm.,2 baños,,https://www.adondevivir.com/propiedades/clasificado/veclapin--ultimas-unidades!-departamentos-de-estreno-con-vista-149156115.html?n_src=Listado&n_pills=%C3%81rea+de+lavander%C3%ADa&n_pg=96&n_pos=1
96,"S/ 445,000 · USD 130,000",,La Calera,"La Calera, Surquillo",73 m² tot.,3 dorm.,2 baños,,https://www.adondevivir.com/propiedades/clasificado/veclapin-en-venta-departamento-de-estreno-la-calera-surquillo-147520431.html?n_src=Listado&n_pills=Seguridad&n_pg=96&n_pos=2
96,"S/ 1,356,810 · USD 390,000",S/ 870 Mantenimiento,Simón Salguero 836,"Santiago de Surco, Lima",252 m² tot.,4 dorm.,3 baños,2 estac.,https://www.adondevivir.com/propiedades/clasificado/veclapin-listo-para-mudarse-duplex-en-venta-simon-salguero-149187093.html?n_src=Listado&n_pills=Cerca+a+colegios&n_pg=96&n_pos=3
96,"S/ 12,806,000 · USD 3,800,000",S/ 1 Mantenimiento,Dirección no informada,"San Isidro, Lima",1000 m² tot.,4 dorm.,4 baños,,https://www.adondevivir.com/propiedades/clasificado/veclapin-venta-espectacular-penthouse-frente-al-folf-pista-149186661.html?n_src=Listado&n_pills=Piscina&n_pg=96&n_pos=4
96,"S/ 4,436,353 · USD 1,324,680",,AV ALFREDO BENAVIDES 768,"Leuro, Miraflores",965 m² tot.,,2 baños,24 estac.,https://www.adondevivir.com/propiedades/clasificado/veclocin-venta-de-oficinas-en-miraflores-cerca-a-parque-142564945.html?n_src=Listado&n_pills=Guardian%C3%ADa%2FSeguridad+privada&n_pg=96&n_pos=5
96,"S/ 946,400 · USD 280,000",S/ 350 Mantenimiento,Av Mariscal Ramon Castilla,"Santiago de Surco, Lima",217 m² tot.,4 dorm.,4 baños,1 estac.,https://www.adondevivir.com/propiedades/clasificado/veclapin-en-venta-hermoso-duplex-en-zona-exclusiva-de-surco-147375626.html?n_src=Listado&n_pills=Cuartos+de+servicio&n_pg=96&n_pos=6
96,"S/ 629,800 · USD 188,000",,Luis MW 9.9.9.6.1.7.7.8.8,"Chosica (Lurigancho), Lima",240 m² tot.,1 dorm.,2 baños,2 estac.,https://www.adondevivir.com/propiedades/clasificado/veclcdin-atencion-inversionista-local-para-eventos-con-piscina-148855006.html?n_src=Listado&n_pills=Jard%C3%ADn&n_pg=96&n_pos=7
96,"S/ 215,000 · USD 61,500",S/ 150 Mantenimiento,"Jirón Combate de Angamos, Santiago de Surco","Santiago de Surco, Lima",40 m² tot.,1 dorm.,1 baño,1 estac.,https://www.adondevivir.com/propiedades/clasificado/veclapin-departamentos-de-estreno-desde-1-2-y-3-dorm.-a-espalda-149185209.html?n_src=Listado&n_pills=Guardian%C3%ADa%2FSeguridad+privada&n_pg=96&n_pos=8
96,"S/ 1,600,000 · USD 450,000",S/ 750 Mantenimiento,Avenida Octavio Espinosa 444,"San Isidro, Lima",273 m² tot.,3 dorm.,3 baños,1 estac.,https://www.adondevivir.com/propiedades/clasificado/veclapin-duplex-con-terraza-de-ensueno-y-vista-verde-149179290.html?n_src=Listado&n_pills=Parrilla&n_pg=96&n_pos=9
96,"S/ 2,091,000 · USD 615,000",S/ 900 Mantenimiento,batalla de san juan,"Santiago de Surco, Lima",295 m² tot.,5 dorm.,5 baños,,https://www.adondevivir.com/propiedades/clasificado/veclcain-exclusiva-casa-en-condominio-surco-sta.-teresa-5-149166898.html?n_src=Listado&n_pills=%C3%81rea+de+lavander%C3%ADa&n_pg=96&n_pos=10
96,"S/ 17,633,025 · USD 5,096,250",,Av 2 de Mayo cuadra,"San Isidro, Lima",1890 m² tot.,,,,https://www.adondevivir.com/propiedades/clasificado/vecltein-san-isidro-vendo-terreno-de-1-890-m-sup2--en-av-145587154.html?n_src=Listado&n_pills=Guardian%C3%ADa%2FSeguridad+privada&n_pg=96&n_pos=11
96,"S/ 1,914,000 · USD 580,000",S/ 890 Mantenimiento,Avenida Coronel Pedro Portillo,"San Isidro, Lima",220 m² tot.,4 dorm.,3 baños,2 estac.,https://www.adondevivir.com/propiedades/clasificado/veclapin-amplio-y-exclusivo-departamento-de-220-m-sup2--con-149159437.html?n_src=Listado&n_pills=Gimnasio&n_pg=96&n_pos=12
96,"S/ 1,405,250 · USD 385,000",S/ 500 Mantenimiento,Avenida La Merced 545,"Santiago de Surco, Lima",243 m² tot.,3 dorm.,3 baños,2 estac.,https://www.adondevivir.com/propiedades/clasificado/veclapin-venta-dpto.-duplex-santiago-de-surco-243-m-sup2-147033088.html?n_src=Listado&n_pills=Cuartos+de+servicio&n_pg=96&n_pos=13
96,"S/ 3,685,000 · USD 1,100,000",,Parque La Alborada,"Santiago de Surco, Lima",930 m² tot.,5 dorm.,2 baños,10 estac.,https://www.adondevivir.com/propiedades/clasificado/vecltein-terreno-de-930-m-sup2--en-venta-zonificacion-ou-146737457.html?n_src=Listado&n_pills=Cerca+a+colegios&n_pg=96&n_pos=14
96,"S/ 845,000 · USD 250,000",S/ 300 Mantenimiento,Playa Señoritas - Punta Hermosa,"Punta Hermosa, Lima",133 m² tot.,3 dorm.,2 baños,2 estac.,https://www.adondevivir.com/propiedades/clasificado/veclapin-departamento-en-punta-hermosa-148008127.html?n_src=Listado&n_pills=Cuartos+de+servicio&n_pg=96&n_pos=15
96,"S/ 1,038,800 · USD 280,000",,A Unos Minutos de Ingreso a Punta Negra (alt. km 43 Panamericana Sur),"Punta Negra, Lima",313 m² tot.,4 dorm.,1 baño,1 estac.,https://www.adondevivir.com/propiedades/clasificado/veclcain-casa-punta-negra-148437462.html?n_src=Listado&n_pills=Cuartos+de+servicio&n_pg=96&n_pos=16
96,"S/ 606,600 · USD 180,000",S/ 1 Mantenimiento,Dirección no informada,"San Borja, Lima",117 m² tot.,3 dorm.,2 baños,1 estac.,https://www.adondevivir.com/propiedades/clasificado/veclapin-gran-ocasion-vendo-departamento-en-san-borja-149115550.html?n_src=Listado&n_pills=%C3%81rea+de+lavander%C3%ADa&n_pg=96&n_pos=17
96,"S/ 485,750 · USD 145,000",S/ 200 Mantenimiento,Av. El Corregidor N°1575 Dpto. 203,"Sirius, La Molina",90 m² tot.,3 dorm.,2 baños,1 estac.,https://www.adondevivir.com/propiedades/clasificado/veclapin-la-molina-vendo-dpto.-us$145-000-cerc-centro-147789352.html?n_src=Listado&n_pills=Guardian%C3%ADa%2FSeguridad+privada&n_pg=96&n_pos=18
96,"S/ 3,149,128 · USD 830,000",,Calle German Aparicio Gomez Sanchez 156,"Aurora, Miraflores",348 m² tot.,4 dorm.,4 baños,4 estac.,https://www.adondevivir.com/propiedades/clasificado/veclcain-linda-casa-en-venta-muy-ceca-a-wong-de-la-urb.-la-141475681.html?n_src=Listado&n_pills=Cuartos+de+servicio&n_pg=96&n_pos=19
96,"S/ 927,414 · USD 268,000",,Pedro Lopez De Ayala al 800,"San Borja, Lima",125 m² tot.,3 dorm.,2 baños,2 estac.,https://www.adondevivir.com/propiedades/clasificado/veclapin-moderno-departamento-en-venta-148476254.html?n_src=Listado&n_pills=%C3%81rea+de+lavander%C3%ADa&n_pg=96&n_pos=20
96,"S/ 1,722,000 · USD 515,000",,"Calle los capulies 243, Aurora","Aurora, Miraflores",358 m² tot.,4 dorm.,3 baños,3 estac.,https://www.adondevivir.com/propiedades/clasificado/veclapin-depa-capulies-garden-house-miraflores-145678517.html?n_src=Listado&n_pills=Jard%C3%ADn&n_pg=96&n_pos=21
96,"S/ 2,518,500 · USD 689,900",,Dirección no informada,"San Borja, Lima",325 m² tot.,4 dorm.,4 baños,2 estac.,https://www.adondevivir.com/propiedades/clasificado/veclcain-vendo-belia-y-acogedora-casa-remodelada-en-zona-a1-145345107.html?n_src=Listado&n_pills=%C3%81rea+de+lavander%C3%ADa&n_pg=96&n_pos=22
96,"S/ 1,000,000 · USD 270,000",S/ 400 Mantenimiento,jiron PISAC 222,"Santiago de Surco, Lima",165 m² tot.,3 dorm.,3 baños,2 estac.,https://www.adondevivir.com/propiedades/clasificado/veclapin-se-vende-semi-duplex-en-tambo-de-monterrico-3-dorm.-54981172.html?n_src=Listado&n_pills=%C3%81rea+de+lavander%C3%ADa&n_pg=96&n_pos=23
96,"S/ 3,700,000",,avenida Paseo Parodi,"San Isidro, Lima",380 m² tot.,,,,https://www.adondevivir.com/propiedades/clasificado/vecltein-oportunidad-unica-de-inversion-en-paseo-parodi-san-149143857.html?n_src=Listado&n_pg=96&n_pos=24
96,"S/ 3,353,000 · USD 1,000,000","S/ 4,000 Mantenimiento",Canaval y Moreyra,"San Isidro, Lima",553 m² tot.,,5 baños,6 estac.,https://www.adondevivir.com/propiedades/clasificado/veclocin-oficina-premium-en-venta-552-m-sup2--implementada-149142046.html?n_src=Listado&n_pills=Seguridad&n_pg=96&n_pos=25
96,"S/ 720,250 · USD 217,000",S/ 500 Mantenimiento,Calle Barajas,"San Borja, Lima",104 m² tot.,3 dorm.,2 baños,2 estac.,https://www.adondevivir.com/propiedades/clasificado/veclapin-departamento-104-m-sup2--excelente-ubicacion-san-149140743.html?n_src=Listado&n_pills=Seguridad&n_pg=96&n_pos=26
96,"S/ 237,033",,"Calle SAN Martin, Urb. Miramar - SAN Miguel","San Miguel, Lima",39 m² tot.,1 dorm.,1 baño,,https://www.adondevivir.com/propiedades/clasificado/veclapin-departamento-de-1-dormitorio-a-pasos-de-la-costanera-149130637.html?n_src=Listado&n_pills=%C3%81rea+de+lavander%C3%ADa&n_pg=96&n_pos=27
96,"S/ 748,000 · USD 220,000",,Jirón Los Ceibos 3896,"Las Palmeras, Los Olivos",133 m² tot.,4 dorm.,2 baños,,https://www.adondevivir.com/propiedades/clasificado/veclcain-vendo-linda-casa-en-los-olivos-urb-las-palmeras-149127892.html?n_src=Listado&n_pills=Parrilla&n_pg=96&n_pos=28
96,"S/ 914,000 · USD 269,000",,Calle Universo,"La Campiña, Chorrillos",305 m² tot.,4 dorm.,2 baños,,https://www.adondevivir.com/propiedades/clasificado/veclcain-casa-en-venta-precio-de-terreno-5-habitaciones-149126902.html?n_src=Listado&n_pills=Cerca+a+colegios&n_pg=96&n_pos=29
96,"S/ 835,000 · USD 250,000",,conde lemos,"La Colonial, Callao",240 m² tot.,5 dorm.,3 baños,1 estac.,https://www.adondevivir.com/propiedades/clasificado/veclcain-vendo-casa-de-2-pisos-colonial-callao-148776084.html?n_src=Listado&n_pg=96&n_pos=30
