pagina,precio,mantenimiento,direccion,ubicacion,area,dorm,banios,estac,URL
66,"S/ 161,774 · USD 47,000",S/ 168 Mantenimiento,Km 103.5 Pan. Sur - Asia,"Asia, Cañete",139 m² tot.,,,,https://www.adondevivir.com/propiedades/clasificado/vecltein-terreno-asia-149608419.html?n_src=Listado&n_pills=Jard%C3%ADn&n_pg=66&n_pos=1
66,"S/ 3,850,000 · USD 1,100,000",,"Casa Bujama, Mala - VTA","Mala, Cañete",14000 m² tot.,8 dorm.,7 baños,20 estac.,https://www.adondevivir.com/propiedades/clasificado/veclcain-vendo-casa-de-campo-en-mala-con-huerto-ideal-para-149202426.html?n_src=Listado&n_pills=Jard%C3%ADn&n_pg=66&n_pos=2
66,"S/ 332,500 · USD 95,000",,Fundo La Providencia - Huaral,"Huaral, Huaral",1071 m² tot.,,,,https://www.adondevivir.com/propiedades/clasificado/vecltein-se-vende-terreno-en-condominio-exclusivo-esperanza-146865431.html?n_src=Listado&n_pills=Seguridad&n_pg=66&n_pos=3
66,"S/ 142,400 · USD 40,000",,Fundo Pradera,"Asia, Cañete",713 m² tot.,,,,https://www.adondevivir.com/propiedades/clasificado/vecltein-vendo-terreno-713.18-m-sup2--en-fundo-pradera-asia-147857207.html?n_src=Listado&n_pills=Seguridad&n_pg=66&n_pos=4
66,"S/ 536,000 · USD 160,000","S/ 1,700 Mantenimiento","Condominio La Jolla, Asia","Asia, Cañete",300 m² tot.,,,,https://www.adondevivir.com/propiedades/clasificado/vecltein-venta-de-terreno-en-condominio-la-jolla-asia-147787644.html?n_src=Listado&n_pills=Piscina&n_pg=66&n_pos=5
66,"S/ 927,000 · USD 250,000",,Bujama Baja,"Asia, Cañete",324 m² tot.,4 dorm.,5 baños,2 estac.,https://www.adondevivir.com/propiedades/clasificado/veclapin-venta-departamento-en-bujama-asia-primera-fila-148268699.html?n_src=Listado&n_pills=%C3%81rea+de+lavander%C3%ADa&n_pg=66&n_pos=6
66,"S/ 180,000 · USD 50,000",S/ 170 Mantenimiento,Hab. Urbana Condominio Alto del Prado km 103.5 Asia,"Asia, Cañete",130 m² tot.,,,,https://www.adondevivir.com/propiedades/clasificado/vecltein-venta-de-lote-en-exclusivo-condominio-alto-del-prado-147855042.html?n_src=Listado&n_pills=Seguridad&n_pg=66&n_pos=7
66,"S/ 294,400 · USD 80,000",S/ 350 Mantenimiento,Altos DE Coayllo Asia,"Coayllo, Cañete",1000 m² tot.,,,,https://www.adondevivir.com/propiedades/clasificado/vecltein-venta-de-lotes-en-coayllo-la-sierra-de-asia-desde-80$-147870712.html?n_src=Listado&n_pills=Guardian%C3%ADa%2FSeguridad+privada&n_pg=66&n_pos=8
66,"S/ 261,000 · USD 75,000",,Condominio El Sueño,"Quilmana, Cañete",2000 m² tot.,,,,https://www.adondevivir.com/propiedades/clasificado/vecltein-terreno-en-venta-condominio-privado-el-sueno-147649039.html?n_src=Listado&n_pills=Seguridad&n_pg=66&n_pos=9
66,"S/ 940,800 · USD 280,000",S/ 220 Mantenimiento,Entrada a Bujama y Chocaya,"Asia, Cañete",290 m² tot.,5 dorm.,2 baños,2 estac.,https://www.adondevivir.com/propiedades/clasificado/veclcpin-vendo-casa-de-playa-de-290-m-sup2--construido-concepto-149104019.html?n_src=Listado&n_pills=Gimnasio&n_pg=66&n_pos=10
