pagina,precio,mantenimiento,direccion,ubicacion,area,dorm,banios,estac,URL
79,"S/ 1,390,250 · USD 415,000",,AV REUSCHE,"Pachacamac, Lima",2650 m² tot.,5 dorm.,3 baños,5 estac.,https://www.adondevivir.com/propiedades/clasificado/veclcdin-casa-de-campo-en-pachacamac-147352033.html?n_src=Listado&n_pills=Parrilla&n_pg=79&n_pos=1
79,"S/ 1,570,000 · USD 445,000",S/ 800 Mantenimiento,"C. Independencia 400, Miraflores","Miraflores, Lima",210 m² tot.,3 dorm.,2 baños,2 estac.,https://www.adondevivir.com/propiedades/clasificado/veclapin-venta-departamento-con-terraza-en-miraflores-145498348.html?n_src=Listado&n_pills=Cuartos+de+servicio&n_pg=79&n_pos=2
79,"S/ 873,600 · USD 260,000",S/ 550 Mantenimiento,Almirante Lord Nelson 320,"Miraflores, Lima",136 m² tot.,3 dorm.,2 baños,1 estac.,https://www.adondevivir.com/propiedades/clasificado/veclapin-comodo-departamento-en-zona-de-parques-en-miraflores-148659586.html?n_src=Listado&n_pills=Guardian%C3%ADa%2FSeguridad+privada&n_pg=79&n_pos=3
79,"S/ 517,500 · USD 150,000",S/ 300 Mantenimiento,Jirón Pedro Martinto 100,"Barranco, Lima",51 m² tot.,2 dorm.,1 baño,1 estac.,https://www.adondevivir.com/propiedades/clasificado/veclapin-venta-de-departamento-con-estacionamiento-en-barranco-148906046.html?n_src=Listado&n_pills=Jard%C3%ADn&n_pg=79&n_pos=4
79,"S/ 614,100 · USD 178,000",S/ 350 Mantenimiento,Calle Coronel Inclán en el centro de Miraflores,"Miraflores, Lima",89 m² tot.,3 dorm.,2 baños,1 estac.,https://www.adondevivir.com/propiedades/clasificado/veclapin-miraflores-te-espera!-coronel-inclan-a-un-paso-de-149393722.html?n_src=Listado&n_pills=Guardian%C3%ADa%2FSeguridad+privada&n_pg=79&n_pos=5
79,"S/ 832,800 · USD 240,000",S/ 450 Mantenimiento,Calle ADOLFO VIERA 236 - 201,"Chorrillos, Lima",145 m² tot.,3 dorm.,2 baños,2 estac.,https://www.adondevivir.com/propiedades/clasificado/veclapin-departamento-en-venta-en-chorrillos-147803637.html?n_src=Listado&n_pills=Cuartos+de+servicio&n_pg=79&n_pos=6
79,"S/ 837,900 · USD 245,000",S/ 360 Mantenimiento,Av. 28 de Julio 441,"Miraflores, Lima",80 m² tot.,3 dorm.,2 baños,1 estac.,https://www.adondevivir.com/propiedades/clasificado/veclapin-lindo-departamento-de-estreno-148721152.html?n_src=Listado&n_pills=%C3%81rea+de+lavander%C3%ADa&n_pg=79&n_pos=7
79,"S/ 2,527,500 · USD 750,000",,Club Nautico Poseidon,"Pucusana, Lima",2993 m² tot.,,,,https://www.adondevivir.com/propiedades/clasificado/vecltein-exclusivo-terreno-de-2-993-m-sup2--con-vista-frontal-149015112.html?n_src=Listado&n_pills=Piscina&n_pg=79&n_pos=8
79,"S/ 707,000 · USD 211,000",,AV EJERCITO,"Miraflores, Lima",83 m² tot.,3 dorm.,2 baños,,https://www.adondevivir.com/propiedades/clasificado/veclapin-miraflores-3-dorm-cerca-malecon-707-000-soles-areas-147364559.html?n_src=Listado&n_pills=Gimnasio&n_pg=79&n_pos=9
79,"S/ 528,000 · USD 158,000",,AV TOMAS MARSANO,"Surquillo, Lima",70 m² tot.,3 dorm.,2 baños,,https://www.adondevivir.com/propiedades/clasificado/veclapin-surquillo-3-dorm-cerca-miraflores-528-000-soles-areas-147363047.html?n_src=Listado&n_pills=%C3%81rea+de+lavander%C3%ADa&n_pg=79&n_pos=10
